RowID,Date Marked Complete,UDOT Region,Person Working Title,UDOT Unit,Construction Site Stormwater Runoff Control,Long-Term Stormwater Management,Pollution Prevention and Good Housekeeping,Stormwater Pollution Prevention and IDDE,Progress,Stormwater Pollution Prevention and IDDE-,Long-Term Stormwater Management-,Pollution Prevention and Good Housekeeping-,Construction Site Stormwater Runoff Control-
4823037,08/01/2018 12:00:00 AM,Region 4,Transportation Technician III,4478 - Parowan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4881006,07/10/2018 12:00:00 AM,Complex,Performance Audit Manager,8132 - Internal Audit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4932954,07/03/2018 12:00:00 AM,Complex,Maintenance Methods Engineer,8307 - Maintenance Planning,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5579820,07/16/2018 12:00:00 AM,Region 4,Engineer III,4766 - R4 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3063825,07/03/2018 12:00:00 AM,Region 4,Transportation Technician III - Inspection,4453 - Moab,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2937276,07/17/2018 12:00:00 AM,Region 3,Field Engineer,3753 - R3 South Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5762232,08/03/2018 12:00:00 AM,Complex,Journey Welder,8754 - Central Weld/Fab Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4632957,07/12/2018 12:00:00 AM,Region 2,Transportation Technician III,2432 - Murray,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5291919,07/10/2018 12:00:00 AM,Region 2,Transportation Technician II,2430 - Salt Lake City Central,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4419360,07/02/2018 12:00:00 AM,Region 1,Field Engineer,1751 - South Willard,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5185161,07/03/2018 12:00:00 AM,Complex,Journey Auto Worker,8744 - Price Dist Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5048001,07/17/2018 12:00:00 AM,Region 4,Transportation Technician II,4487 - C Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5597694,07/24/2018 12:00:00 AM,Region 4,Transportation Technician II,4454 - Thompson,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4504113,07/17/2018 12:00:00 AM,Region 4,Materials Engineering Assistant,4266 - R4 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2968650,08/29/2018 12:00:00 AM,Region 1,Transportation Technician II,1436 - Logan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4718007,07/02/2018 12:00:00 AM,Region 3,Transportation Technician II,3434 - Duchesne,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5455323,07/06/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8142 - POE Perry,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3750084,08/07/2018 12:00:00 AM,Region 4,Engineering Manager I,4210 - Environ/Hydraulics Unit,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3661335,07/02/2018 12:00:00 AM,Region 4,Materials Lab Technician III,4266 - R4 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5535297,07/03/2018 12:00:00 AM,Region 2,Engineer II,2756 - R2 Crew 6,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2984553,07/02/2018 12:00:00 AM,Region 2,Facilities Coordinator II,2448 - Carpenter,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
2775870,08/28/2018 12:00:00 AM,Region 2,Transportation Technician I,2425 - Salt Lake City East,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5047947,07/04/2018 12:00:00 AM,Region 4,Transportation Technician II,4465 - Sevier,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4996242,07/02/2018 12:00:00 AM,Complex,Equipment Shop Supervisor,8744 - Price Dist Shops,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
2897424,06/28/2018 12:00:00 AM,Complex,Trainer III - Agency Trainer,8115 - Learning & Development,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3468798,08/08/2018 12:00:00 AM,Region 2,Transportation Technician III,2427 - Draper,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4725270,07/05/2018 12:00:00 AM,Complex,Region Stormwater Program Coordinator,8307 - Maintenance Planning,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5598720,07/03/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8144 - POE Echo,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3558330,09/04/2018 12:00:00 AM,Region 1,Region Traffic Engineer,1155 - R1 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5478300,07/30/2018 12:00:00 AM,Region 1,Transportation Technician II,1427 - Centerville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3931092,07/15/2018 12:00:00 AM,Region 1,Engineering Tech IV - Lead Level Inspection,1752 - Wellsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5401296,07/02/2018 12:00:00 AM,Complex,Research Consultant III,8133 - Community Relations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2938545,08/01/2018 12:00:00 AM,Region 4,Office Specialist II,4140 - Price District Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4769253,07/05/2018 12:00:00 AM,Region 2,Assistant Region Traffic Engineer,2158 - Safety Loss Control,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4009419,07/02/2018 12:00:00 AM,Region 2,Construction Materials Lab Technician,2757 - R2 Crew 7,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4792554,07/19/2018 12:00:00 AM,Complex,Journey Auto Worker,8731 - Region 3 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5187051,07/06/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8143 - POE Wendover,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5559327,07/09/2018 12:00:00 AM,Region 4,Transportation Technician I,4460 - Colton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4033476,08/07/2018 12:00:00 AM,Complex,Business Analyst Supervisor,8211 - Business Information Technologies,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4707828,08/30/2018 12:00:00 AM,Region 2,Project Manager,2250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4572045,07/31/2018 12:00:00 AM,Complex,Electronic Business Manager,8382 - tmd system maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3106026,07/05/2018 12:00:00 AM,Region 3,Engineering Tech IV - Lead Level Inspection,3752 - R3 North Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3158487,08/20/2018 12:00:00 AM,Region 3,Transportation Technician I,3437 - Vernal,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5611869,07/06/2018 12:00:00 AM,Region 2,Accounting Technician III,2100 - R2 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5197716,07/03/2018 12:00:00 AM,Region 2,District Permits Officer I,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4460157,07/03/2018 12:00:00 AM,Region 2,Station Supervisor,2435 - Silver Summit,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4657068,07/03/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8145 - POE St George,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5730183,08/21/2018 12:00:00 AM,Region 3,Transportation Technician I,3445 - Strawberry Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3076569,07/11/2018 12:00:00 AM,Region 4,Region Right Of Way Control Coordinator,4155 - R4 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4642893,07/19/2018 12:00:00 AM,Region 3,Transportation Technician II,3426 - Spanish Fork,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4309551,07/18/2018 12:00:00 AM,Complex,Hydraulics Engineer,8240 - Hydraulics,1,1,0,1,0.375,Successful,Successful,Not Assigned,Successful
3127842,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4470 - Escalante,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3376431,07/30/2018 12:00:00 AM,Complex,Engineering Manager I,8294 - Pavement Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4692249,07/09/2018 12:00:00 AM,Region 2,Construction Transportation Technician III,2753 - R2 Crew 3,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3118635,07/02/2018 12:00:00 AM,Complex,Construction Management/General Contractor Administrator,8116 - Procurement,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
4922397,07/05/2018 12:00:00 AM,Complex,Financial Manager II,8293 - Programng/Public Transit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3069738,08/13/2018 12:00:00 AM,Complex,Equipment Shop Supervisor,8754 - Central Weld/Fab Shop,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
4429377,07/05/2018 12:00:00 AM,Region 4,Senior Gis Analyst,4206 - Preconstruction Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5353452,07/31/2018 12:00:00 AM,Region 2,Transportation Technician II,2433 - Cottonwood,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3112371,07/05/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8149 - POE Peerless,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4368681,07/02/2018 12:00:00 AM,Region 3,Transportation Technician III,3427 - R3 Orem,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5444361,08/02/2018 12:00:00 AM,Complex,Electronic Technical Specialist II,8382 - tmd system maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2832165,07/17/2018 12:00:00 AM,Region 4,Resident Engineer,4768 - R4 Const Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5746680,07/09/2018 12:00:00 AM,Region 4,Transportation Technician I,4485 - R Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3053592,07/25/2018 12:00:00 AM,Region 1,Station Supervisor,1432 - Bothwell,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3285387,07/02/2018 12:00:00 AM,Complex,Engineer III,8263 - Structures Bridge Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3139965,07/13/2018 12:00:00 AM,Region 3,District Permits Officer II,3150 - R3 Traffic & Permits,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4068495,07/09/2018 12:00:00 AM,Complex,Engineering Manager II,8263 - Structures Bridge Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5689359,07/09/2018 12:00:00 AM,Complex,Motor Carrier Investigator,8160 - Motor Carriers,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5262597,07/09/2018 12:00:00 AM,Complex,Electronic Technical Specialist II,8382 - tmd system maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4521852,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III,4469 - Panguitch,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4398003,07/30/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4451 - Blanding,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4795497,07/03/2018 12:00:00 AM,Region 4,Region Director's Assistant,4100 - R4 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4965381,07/02/2018 12:00:00 AM,Region 1,Engineer III,1207 - Design Crew 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5570964,07/17/2018 12:00:00 AM,Region 2,Trans Tech II (Job Series Tt3),2758 - R2 Crew 8,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5157567,07/02/2018 12:00:00 AM,Region 4,Transportation Technician II,4461 - Mt Pleasant,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4472199,07/26/2018 12:00:00 AM,Complex,Motor Carrier Investigator,8142 - POE Perry,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2938167,08/15/2018 12:00:00 AM,Region 1,Station Supervisor,1425 - Huntsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3270591,07/19/2018 12:00:00 AM,Complex,Program Coordinator,8293 - Programng/Public Transit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3081483,08/20/2018 12:00:00 AM,Region 3,Maintenance Area Supervisor,3411 - R3 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5750298,07/03/2018 12:00:00 AM,Region 4,Transportation Technician I,4452 - Monticello,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4286088,07/03/2018 12:00:00 AM,Region 1,Project Manager,1250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5520690,07/10/2018 12:00:00 AM,Complex,Journey Welder,8754 - Central Weld/Fab Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4504950,07/18/2018 12:00:00 AM,Region 1,Station Supervisor,1423 - Brigham City,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3109941,07/10/2018 12:00:00 AM,Region 1,Transportation Technician III,1443 - Paint & Signs,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2927016,06/29/2018 12:00:00 AM,Region 2,Maintenance Station Lead,2424 - Salt Lake City West,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
2900205,07/30/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4452 - Monticello,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5374701,07/30/2018 12:00:00 AM,Complex,Environmental Program Manager I,8217 - Environmental,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3116637,07/03/2018 12:00:00 AM,Region 4,Station Supervisor,4472 - Kanab,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4385556,07/12/2018 12:00:00 AM,Region 4,Station Supervisor,4463 - Salina,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3393171,07/05/2018 12:00:00 AM,Complex,Engineering Manager III - Admin.Udot,8281 - Central Precon Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3149928,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2422 - Grantsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4769550,07/30/2018 12:00:00 AM,Region 2,Transportation Technician II,2438 - Echo,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3021408,07/19/2018 12:00:00 AM,Region 4,Transportation Technician II,4466 - Loa,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2972457,07/09/2018 12:00:00 AM,Complex,Equipment Specialist,8757 - Central Shops Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3854007,07/13/2018 12:00:00 AM,Region 4,Transportation Technician III - Office,4761 - R4 Crew 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3530196,07/01/2018 12:00:00 AM,Region 4,Transportation Technician III,4460 - Colton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5591754,07/02/2018 12:00:00 AM,Region 4,Transportation Technician II,4455 - Green River,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3064338,08/07/2018 12:00:00 AM,Region 4,Udot District Engineer,4140 - Price District Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5234814,08/06/2018 12:00:00 AM,Complex,Executive Secretary,8221 - ROW Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5053023,07/11/2018 12:00:00 AM,Region 4,Transportation Technician III - Materials,4464 - Richfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5505516,07/06/2018 12:00:00 AM,Region 2,Transportation Technician I,2435 - Silver Summit,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3554361,08/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4468 - Junction,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3086991,08/02/2018 12:00:00 AM,Region 4,Maintenance Station Lead,4482 - Meadow,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
3920292,07/02/2018 12:00:00 AM,Region 3,Construction Technician IV (Office),3753 - R3 South Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5552712,07/05/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8147 - POE Monticello,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3474927,07/03/2018 12:00:00 AM,Region 2,Project Manager,2250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4642920,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2445 - Landscape/Training,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5408316,07/03/2018 12:00:00 AM,Complex,Program Specialist I,8293 - Programng/Public Transit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5018706,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2430 - Salt Lake City Central,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3876255,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4461 - Mt Pleasant,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5431779,08/16/2018 12:00:00 AM,Complex,Journey Auto Worker,8753 - Central H - D Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4708017,07/03/2018 12:00:00 AM,Region 3,Transportation Technician III,3431 - Heber,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4624290,07/09/2018 12:00:00 AM,Region 3,Maintenance Area Supervisor,3411 - R3 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3357666,07/05/2018 12:00:00 AM,Complex,Program Specialist II,8374 - Signal & Lighting Design,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3302208,07/18/2018 12:00:00 AM,Region 3,Construction Materials Lab Technician,3753 - R3 South Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5433210,07/06/2018 12:00:00 AM,Complex,Udot Contract Manager/Analyst,8116 - Procurement,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2958768,08/27/2018 12:00:00 AM,Complex,Lead Auto Mechanic,8731 - Region 3 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4739580,07/03/2018 12:00:00 AM,Complex,Equipment Systems Specialist,8757 - Central Shops Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5024322,07/21/2018 12:00:00 AM,Region 3,Right Of Way Design & Surplus Coordinator,3209 - R3 Right Of Way Team,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2926287,07/09/2018 12:00:00 AM,Complex,Project Manager,8386 - tmd its program management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3574449,07/15/2018 12:00:00 AM,Region 1,Transportation Technician III,1448 - Sardine/Laydown Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4318515,07/09/2018 12:00:00 AM,Complex,Equipment Shop Supervisor,8742 - Richfield Shops,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
5187429,07/10/2018 12:00:00 AM,Region 4,Land Surveyor,4209 - ROW Unit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3317652,07/19/2018 12:00:00 AM,Complex,Electronic Technical Specialist II,8382 - tmd system maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5567373,07/12/2018 12:00:00 AM,Region 3,Transportation Technician I,3428 - R3 Saratoga Springs,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5024673,07/19/2018 12:00:00 AM,Complex,Journey Auto Worker,8746 - Cedar City Dist Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4633011,07/18/2018 12:00:00 AM,Region 2,Transportation Technician III,2443 - Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5416281,07/02/2018 12:00:00 AM,Region 4,Transportation Technician II,4470 - Escalante,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3798117,07/05/2018 12:00:00 AM,Region 4,Transportation Technician III,4462 - Gunnison,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5392980,06/30/2018 12:00:00 AM,Region 4,Transportation Technician II,4487 - C Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2897559,07/26/2018 12:00:00 AM,Complex,Equipment Certification Supervisor,8274 - Materials Training/Qualification,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3737691,07/09/2018 12:00:00 AM,Region 2,Transportation Technician III,2431 - West Jordan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5750541,07/09/2018 12:00:00 AM,Complex,Journey Auto Worker,8746 - Cedar City Dist Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5751675,07/02/2018 12:00:00 AM,Region 1,Transportation Technician I,1423 - Brigham City,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5189238,07/12/2018 12:00:00 AM,Region 3,Transportation Technician III,3424 - Santaquin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5719437,07/16/2018 12:00:00 AM,Region 1,Transportation Technician I,1432 - Bothwell,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5111154,07/09/2018 12:00:00 AM,Complex,Journey Auto Worker,8711 - Region 1 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2832894,07/03/2018 12:00:00 AM,Region 4,Transportation Technician III,4476 - Cedar City,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4788018,07/30/2018 12:00:00 AM,Region 1,Construction Technician IV (Office),1751 - South Willard,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5290731,07/12/2018 12:00:00 AM,Complex,Journey Auto Worker,8744 - Price Dist Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5663223,08/20/2018 12:00:00 AM,Region 4,Transportation Technician I,4477 - Cedar Mountain,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5146902,07/05/2018 12:00:00 AM,Region 4,Permits Engineer,4155 - R4 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3550716,08/02/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8148 - POE Kanab,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3111129,07/03/2018 12:00:00 AM,Region 3,Udot District Engineer,3100 - R3 Administration,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5421060,07/09/2018 12:00:00 AM,Region 2,District Permits Officer I,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5142069,07/30/2018 12:00:00 AM,Region 2,Project Management Specialist,2250 - Project Manager,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
5741955,08/01/2018 12:00:00 AM,Region 4,Warehouse Specialist,4130 - Richfield District Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5051646,07/30/2018 12:00:00 AM,Region 1,Transportation Technician III,1436 - Logan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4390767,07/10/2018 12:00:00 AM,Region 4,Construction Technician IV (Office),4762 - R4 Crew 2,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4531302,07/05/2018 12:00:00 AM,Region 1,Assistant Region Traffic Engineer,1155 - R1 Operations,1,1,1,1,0.5,Successful,Successful,Successful,Successful
24890976,06/28/2018 12:00:00 AM,Complex,TRAINING MANAGER,8115 - Human Resources,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5593590,07/16/2018 12:00:00 AM,Region 1,Trans Tech II (Job Series Tt3),1421 - Clinton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5597748,07/30/2018 12:00:00 AM,Region 4,Transportation Technician I,4453 - Moab,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5185215,08/09/2018 12:00:00 AM,Region 4,Transportation Technician III,4477 - Cedar Mountain,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4523067,07/09/2018 12:00:00 AM,Complex,Journey Driller,8296 - Geotech Design Unit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4467906,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Maintenance,4471 - Long Valley Jct,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3528387,07/23/2018 12:00:00 AM,Region 2,Transportation Technician III,2424 - Salt Lake City West,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2920617,07/03/2018 12:00:00 AM,Complex,Crash Studies Supervisor,8373 - Crash Studies,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2928420,07/03/2018 12:00:00 AM,Region 2,Station Supervisor,2424 - Salt Lake City West,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5181840,07/12/2018 12:00:00 AM,Region 4,Transportation Technician II,4456 - Huntington,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4605471,07/09/2018 12:00:00 AM,Region 3,Materials Engineering Assistant,3266 - R3 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4998942,08/28/2018 12:00:00 AM,Region 4,Transportation Technician III - Inspection,4475 - Beryl,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5247531,07/09/2018 12:00:00 AM,Region 3,Transportation Technician III,3753 - R3 South Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5642622,08/12/2018 12:00:00 AM,Region 1,Transportation Technician I,1448 - Sardine/Laydown Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3627099,08/02/2018 12:00:00 AM,Region 1,Region Safety Manager,1155 - R1 Operations,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5007690,07/02/2018 12:00:00 AM,Region 4,Transportation Technician II,4457 - Emery,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2938275,08/20/2018 12:00:00 AM,Complex,Row Project Coordinator Manager,8223 - ROW Team 2,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
5315787,07/27/2018 12:00:00 AM,Region 1,Field Engineer,1754 - Ogden,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5494176,07/03/2018 12:00:00 AM,Complex,Chemical & Cement Lab Supervisor,8273 - Concrete/Aggregate Materials,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4653720,07/12/2018 12:00:00 AM,Region 4,Transportation Technician II,4451 - Blanding,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5510889,07/19/2018 12:00:00 AM,Complex,Engineering Technician III,8273 - Concrete/Aggregate Materials,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5329449,07/08/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8144 - POE Echo,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5619996,07/23/2018 12:00:00 AM,Region 4,Transportation Technician II,4473 - Purgatory,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4585950,07/15/2018 12:00:00 AM,Complex,Incident Management Specialist,8391 - imt administration,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
3594267,07/03/2018 12:00:00 AM,Region 2,Project Manager,2250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4306230,07/10/2018 12:00:00 AM,Region 4,Fleet Manager,4411 - Maintenance Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
